brand,model,price,year,mileage,city,transmission_type,color,fuel,date
Skoda,Fantasia,800000,2011,130000,الإسكندرية,أتوماتيك,فضي,بنزين,2025-02-27
Byd,F3,295000,2015,7115,القاهرة,مانيوال,فضي,بنزين,2025-02-27
Kia,Soul,850000,2017,140000,حدائق الاهرام,أتوماتيك,أبيض,بنزين,2025-02-20
Lada,Granta,230000,2016,108000,القاهرة,مانيوال,موكا,بنزين,2025-02-27
Kia,Cerato,410000,2004,300000,كفر الشيخ,أتوماتيك,احمر,بنزين,2025-02-27
Nissan,Sentra,870000,2023,46000,6 أكتوبر,أتوماتيك,أسود,بنزين,2025-02-27
Hyundai,Atos,260000,2008,260000,التجمع - القاهرة الجديدة,مانيوال,احمر غامق,بنزين,2025-02-27
Byd,F3,420000,2018,120000,القاهرة,مانيوال,موكا,بنزين,2025-02-27
Suzuki,Swift,730000,2022,46000,التجمع - القاهرة الجديدة,أتوماتيك,الأزرق الداكن,بنزين,2025-02-27
Chevrolet,Aveo,470000,2018,128000,القاهرة,أتوماتيك,رمادي,بنزين,2025-02-27
Toyota,Avensis,250000,2006,200000,الإسكندرية,مانيوال,أسود,بنزين,2025-02-27
Nissan,Sentra,650000,2016,150000,حلوان,أتوماتيك,برونزي,بنزين,2025-02-27
Skoda,Kodiaq,1900000,2019,98000,التجمع - القاهرة الجديدة,أتوماتيك,فضي,بنزين,2025-02-27
Fiat,Tipo,800000,2021,103000,الجيزة,أتوماتيك,فضي,بنزين,2025-02-27
MG,ZS,880000,2022,30000,القاهرة,أتوماتيك,احمر,بنزين,2025-02-27
Peugeot,2008,900000,2020,82250,التجمع - القاهرة الجديدة,أتوماتيك,فضي,بنزين,2025-02-27
Renault,Megane,850000,2020,150000,التجمع - القاهرة الجديدة,أتوماتيك,فيراني,بنزين,2025-02-27
Chery,Tiggo 3,720000,2021,44000,الزقازيق,أتوماتيك,أسود,بنزين,2025-02-27
Fiat,Linea,350000,2016,239000,الجيزة,مانيوال,ذهبي,بنزين,2025-02-27
Opel,Astra,395000,2007,230000,الجيزة,مانيوال,أسود,بنزين,2025-02-27
Nissan,Juke,700000,2015,118000,المعادى,أتوماتيك,أسود,بنزين,2025-02-27
Chevrolet,Cruze,580000,2016,155900,القاهرة,مانيوال,فيراني,بنزين,2025-02-27
Citroën,C Elysee,750000,2022,50000,مدينة الشيخ زايد,أتوماتيك,فضي,بنزين,2025-02-27
Citroën,C3,900000,2022,42000,القاهرة,أتوماتيك,أسود,بنزين,2025-02-27
Chevrolet,Optra,490000,2019,102000,مدينة نصر,أتوماتيك,أزرق,بنزين,2025-02-27
Chevrolet,Aveo,545000,2020,68000,القاهرة,أتوماتيك,أسود,بنزين,2025-02-27
Chevrolet,Optra,650000,2022,45000,القاهرة,أتوماتيك,أبيض,بنزين,2025-02-27
Renault,Duster,810000,2021,129000,الزقازيق,أتوماتيك,فضي,بنزين,2025-02-27
Daewoo,Nubira 1,170000,1998,250000,الإسكندرية,مانيوال,أبيض,بنزين,2025-02-27
Hyundai,Elantra CN7,1100000,2021,55000,التجمع - القاهرة الجديدة,أتوماتيك,أزرق,بنزين,2025-02-27
Daihatsu,SIRION,460000,2010,110000,دمياط,أتوماتيك,فضي,بنزين,2025-02-27
Kia,Cerato,515000,2008,234000,أسيوط,أتوماتيك,فيراني,بنزين,2025-02-27
Chevrolet,Optra,650000,2023,120000,شبين الكوم,أتوماتيك,احمر غامق,بنزين,2025-02-27
Renault,Duster,900000,2020,83000,التجمع - القاهرة الجديدة,أتوماتيك,أسود,بنزين,2025-02-27
Daewoo,Juliet,270000,1999,240000,المنصورة,مانيوال,الأزرق الداكن,بنزين,2025-02-27
Nissan,Sunny,525000,2019,125000,المهندسين,أتوماتيك,احمر,بنزين,2025-02-25
Renault,Logan,460000,2019,330000,6 أكتوبر,أتوماتيك,بترولي,بنزين,2025-02-27
Chery,Tiggo 7,820000,2021,100000,الإسكندرية,أتوماتيك,أبيض,بنزين,2025-02-27
Chevrolet,Optra,570000,2022,245000,حلوان,أتوماتيك,احمر غامق,غاز الطبيعي,2025-02-27
Skoda,Octavia A4,450000,1998,100000,دمياط,مانيوال,احمر,بنزين,2025-02-27
Peugeot,2008,960000,2020,52974,القاهرة,أتوماتيك,رمادي,بنزين,2025-02-27
Hyundai,Accent,230000,2006,200000,الباجور,مانيوال,سماوى,بنزين,2025-02-27
Kia,Picanto,420000,2011,49000,شيراتون,مانيوال,أزرق,بنزين,2025-02-27
Honda,Civic,620000,2008,230000,مدينة نصر,أتوماتيك,موكا,بنزين,2025-02-26
Nissan,Sunny,600000,2020,75000,طنطا,أتوماتيك,فضي,بنزين,2025-02-26
Kia,Sephia,250000,1999,110000,المعادى,أتوماتيك,أبيض,ديزل,2025-02-26
Daewoo,Juliet,270000,2000,470000,القاهرة,مانيوال,احمر,بنزين,2025-02-26
Peugeot,405,165000,1996,250000,الإسكندرية,مانيوال,احمر,بنزين,2025-02-26
Hyundai,Accent RB,500000,2015,160000,طنطا,أتوماتيك,احمر,بنزين,2025-02-26
Citroën,C Elysee,570000,2016,91070,القاهرة,أتوماتيك,بترولي,بنزين,2025-02-26
Jetour,X70,1050000,2022,60000,الإسكندرية,أتوماتيك,أسود,بنزين,2025-02-26
Suzuki,Swift,135000,1993,150000,الدقهلية,مانيوال,أبيض,بنزين,2025-02-26
Chery,Tiggo 3,500000,2017,150000,العاشر من رمضان,أتوماتيك,فضي,بنزين,2025-02-26
Chevrolet,Lanos,260000,2011,200000,الإسكندرية,مانيوال,احمر غامق,بنزين,2025-02-26
Zotye,Xplosion,260000,2009,130000,الزقازيق,مانيوال,الأزرق الداكن,بنزين,2025-02-19
Kia,Carens,777000,2015,148000,القاهرة,أتوماتيك,أسود,بنزين,2025-02-26
Hyundai,Elantra MD,800000,2014,140000,بني سويف,أتوماتيك,رمادي,بنزين,2025-02-26
MG,Rx5,1450000,2024,23,الإسكندرية,أتوماتيك,أبيض,بنزين,2025-02-26
Seat,Tarraco,1825000,2023,66000,العبور,أتوماتيك,أبيض,بنزين,2025-02-26
Kaiyi,X3,900000,2022,48000,6 أكتوبر,أتوماتيك,أبيض,بنزين,2025-02-26
Renault,Duster,975000,2023,57000,العبور,أتوماتيك,أزرق,بنزين,2025-02-26
Volkswagen,Passat,1780000,2021,94000,مصر الجديدة,أتوماتيك,أسود,بنزين,2025-02-26
Hyundai,Accent RB,550000,2016,110000,مدينة نصر,أتوماتيك,الأزرق الداكن,بنزين,2025-02-26
Chery,Arrizo 5,430000,2021,22000,عين شمس,أتوماتيك,فيراني,بنزين,2025-02-26
Kia,Cerato,550000,2009,196000,شبين الكوم,أتوماتيك,ذهبي,بنزين,2025-02-26
Renault,Sandero Step Way,460000,2016,190000,مدينة السادات,أتوماتيك,فضي,بنزين,2025-02-26
Toyota,Yaris,420000,2008,320000,الإسكندرية,مانيوال,أسود,بنزين,2025-02-26
BMW,318,1150000,2016,120000,الإسكندرية,أتوماتيك,فضي,بنزين,2025-02-26
Chery,Arrizo 5,650000,2023,66000,الغردقة,أتوماتيك,فضي,بنزين,2025-02-26
Chevrolet,Optra,380000,2007,296000,حدائق الاهرام,أتوماتيك,أخضر,بنزين,2025-02-26
Chery,Tiggo 7,890000,2022,48000,مدينة السادات,أتوماتيك,فضي,بنزين,2025-02-26
Renault,Logan,600000,2018,80000,التجمع - القاهرة الجديدة,أتوماتيك,أسود,بنزين,2025-02-26
Daewoo,Nubira 2,240000,2000,180000,القاهرة,مانيوال,فضي,بنزين,2025-02-26
Hyundai,Elantra CN7,1200000,2021,69000,الجيزة,أتوماتيك,احمر,بنزين,2025-02-26
Nissan,Sentra,920000,2024,41000,قنا,أتوماتيك,فيراني,بنزين,2025-02-26
Mercedes,C 180,3000000,2020,60000,المعادى,أتوماتيك,أسود,بنزين,2025-02-26
BMW,318,500000,2004,290000,مصر الجديدة,أتوماتيك,أسود,بنزين,2025-02-26
Hyundai,I10,480000,2016,98000,التجمع - القاهرة الجديدة,أتوماتيك,احمر,بنزين,2025-02-26
Kia,Sportage,1700000,2023,45000,الإسكندرية,أتوماتيك,فيراني,بنزين,2025-02-26
Mercedes,C 180,2550000,2020,60000,مصر الجديدة,أتوماتيك,أسود,بنزين,2025-02-26
Daewoo,Cielo,230000,2000,87781,مدينة الشيخ زايد,أتوماتيك,برونزي,بنزين,2025-02-26
Mitsubishi,Lancer Puma,630000,2010,104000,القاهرة,أتوماتيك,أزرق,بنزين,2025-02-26
Mercedes,S 450,5400000,2020,80000,المهندسين,أتوماتيك,أسود,بنزين,2025-02-26
Fiat,Tipo,925000,2022,45000,المحلة,أتوماتيك,اخضر غامق,بنزين,2025-02-26
Skoda,Octavia A7,980000,2016,145000,القاهرة,أتوماتيك,بني,بنزين,2025-02-26
Skoda,Karoq,1550000,2021,90000,مدينتى,أتوماتيك,الأزرق الداكن,بنزين,2025-02-26
Alfa Romeo,Mito,620000,2015,142000,مدينة الشيخ زايد,أتوماتيك,أسود,بنزين,2025-02-26
Peugeot,307,400000,2007,248000,العاشر من رمضان,أتوماتيك,بترولي,بنزين,2025-02-26
BMW,X4,3450000,2020,51000,القاهرة,أتوماتيك,فضي,بنزين,2025-02-26
Toyota,Corolla,1250000,2021,98000,الفيوم,أتوماتيك,اخضر غامق,بنزين,2025-02-26
Renault,Kadjar,950000,2018,139000,6 أكتوبر,أتوماتيك,احمر,بنزين,2025-02-26
Toyota,Corolla,200000,1995,350000,القاهرة,مانيوال,الأزرق الداكن,بنزين,2025-02-26
Nissan,Sunny,610000,2021,27000,مصر الجديدة,أتوماتيك,فضي,بنزين,2025-02-26
Renault,Sandero Step Way,420000,2015,205000,المعادى,مانيوال,احمر,بنزين,2025-02-26
Suzuki,Maruti,130000,2007,74000,المنصورة,مانيوال,فضي,بنزين,2025-02-26
Mercedes,C 180,2400000,2023,17000,مصر الجديدة,أتوماتيك,أسود,بنزين,2025-02-26
Kia,Cerato,840000,2018,100000,مدينة نصر,أتوماتيك,فضي,بنزين,2025-02-26
Audi,A5,1900000,2019,121000,الدقى,أتوماتيك,أسود,بنزين,2025-02-26
Hyundai,Elantra,165000,1995,270000,الجيزة,مانيوال,أبيض,بنزين,2025-02-26
MG,5,750000,2021,103000,القاهرة,أتوماتيك,ذهبي,بنزين,2025-02-26
MG,HS,1225000,2021,58000,التجمع - القاهرة الجديدة,أتوماتيك,أزرق,بنزين,2025-02-18
Volkswagen,Golf 4,500000,2000,15000,الإسماعيلية,أتوماتيك,الأزرق الداكن,بنزين,2025-02-26
BMW,320,1280000,2015,205000,التجمع - القاهرة الجديدة,أتوماتيك,أسود,بنزين,2025-02-26
Kia,Sportage,1700000,2020,79000,الجيزة,أتوماتيك,أبيض,بنزين,2025-02-26
Nissan,Sunny,515000,2011,183000,المنيا,أتوماتيك,فضي,بنزين,2025-02-26
MG,HS,1180000,2021,43000,الإسكندرية,أتوماتيك,أسود,بنزين,2025-02-26
Chery,Arrizo 5,620000,2022,60000,الهرم,أتوماتيك,أزرق,بنزين,2025-02-26
Opel,Astra,880000,2018,40000,المعادى,أتوماتيك,أسود,بنزين,2025-02-26
Renault,Fluence,550000,2015,300000,الجيزة,أتوماتيك,أبيض,بنزين,2025-02-26
Renault,Logan,550000,2019,74000,الإسكندرية,أتوماتيك,أزرق,بنزين,2025-01-27
Zotye,SR7,720000,2019,68000,القاهرة,أتوماتيك,أبيض,بنزين,2025-02-21
Daewoo,Juliet,230000,2000,197000,بورسعيد,مانيوال,أزرق,بنزين,2025-02-26
Nissan,Sunny,160000,1999,300000,حلوان,مانيوال,أبيض,بنزين,2025-02-26
Chery,Tiggo 7,860000,2022,69000,مدينة نصر,أتوماتيك,أبيض,بنزين,2025-02-26
Chery,Arrizo 5,640000,2022,141000,التجمع - القاهرة الجديدة,أتوماتيك,أبيض,بنزين,2025-02-26
Kia,Sportage,2100000,2023,24000,المحلة,أتوماتيك,أبيض,بنزين,2025-02-26
Daewoo,Nubira 2,260000,2002,305000,مصر الجديدة,أتوماتيك,فضي,بنزين,2025-02-26
Toyota,Auris,770000,2016,154400,مدينة الشيخ زايد,أتوماتيك,فضي,بنزين,2025-02-26
Chery,Arrizo 5,550000,2020,150000,الغردقة,أتوماتيك,الأزرق الداكن,بنزين,2025-02-26
Opel,Astra,600000,2014,260000,الهرم,أتوماتيك,موكا,بنزين,2025-02-26
Chevrolet,N300,270000,2013,158000,المنوفية,مانيوال,فيراني,بنزين,2025-02-26
Chery,Tiggo 7,870000,2022,107000,التجمع - القاهرة الجديدة,أتوماتيك,فضي,بنزين,2025-02-26
Skoda,Octavia A8,1950000,2024,5000,المنوفية,أتوماتيك,فضي,بنزين,2025-02-26
BMW,X1,900000,2013,160000,التجمع - القاهرة الجديدة,أتوماتيك,الأزرق الداكن,بنزين,2025-02-26
Chevrolet,Cruze,550000,2016,135000,الجيزة,أتوماتيك,فضي,بنزين,2025-02-26
Mercedes,C 200,3200000,2022,75000,6 أكتوبر,أتوماتيك,أسود,بنزين,2025-02-24
Toyota,Corolla,240000,1993,200000,سفاجا,أتوماتيك,فيراني,بنزين,2025-02-26
Hyundai,Accent,450000,2008,160000,المنيا,مانيوال,رمادي,بنزين,2025-02-26
Peugeot,301,780000,2021,63000,الإسكندرية,أتوماتيك,فضي,بنزين,2025-02-26
Kia,Picanto,660000,2016,19600,القاهرة,أتوماتيك,فضي,بنزين,2025-02-26
Daewoo,Nubira 2,260000,1999,300000,القليوبية,أتوماتيك,ذهبي,بنزين,2025-02-26
Kia,Rio,650000,2016,60000,6 أكتوبر,أتوماتيك,احمر,بنزين,2025-02-19
Kia,Cerato,370000,2011,320000,القاهرة,أتوماتيك,أسود,بنزين,2025-02-26
Haval,Jolion,1150000,2022,48000,الشروق,أتوماتيك,أسود,بنزين,2025-02-22
Byd,F3,320000,2014,200000,الجيزة,مانيوال,رمادي,بنزين,2025-02-26
Opel,Astra,725000,2017,182000,المعادى,أتوماتيك,سماوى,بنزين,2025-02-26
Peugeot,3008,750000,2014,62000,قويسنا,أتوماتيك,أبيض,بنزين,2025-02-26
Faw,N5,150000,2013,145000,مدينه السلام,مانيوال,احمر غامق,بنزين,2025-02-26
MG,ZS,1030000,2024,40000,مدينه السلام,أتوماتيك,فضي,بنزين,2025-02-26
Skoda,Octavia A4,325000,1999,250000,كفر الشيخ,أتوماتيك,احمر غامق,بنزين,2025-02-26
Chevrolet,Aveo,395000,2012,144000,6 أكتوبر,أتوماتيك,أسود,بنزين,2025-02-26
Hyundai,Avante,475000,2004,175000,أسيوط,أتوماتيك,أسود,بنزين,2025-02-26
BMW,X1,950000,2012,220000,التجمع - القاهرة الجديدة,أتوماتيك,فضي,بنزين,2025-02-26
Mercedes,A 150,550000,2009,180000,القاهرة,أتوماتيك,فضي,بنزين,2025-02-26
Ford,Focus,750000,2018,121000,التجمع - القاهرة الجديدة,أتوماتيك,الأزرق الداكن,بنزين,2025-02-26
Byd,F3,490000,2021,58000,المعادى,مانيوال,أبيض,بنزين,2025-02-26
Mercedes,E 280,900000,2006,215000,الدقى,أتوماتيك,رمادي,بنزين,2025-02-26
Chery,Tiggo 3,750000,2021,98000,البحيرة,أتوماتيك,أسود,بنزين,2025-02-26
Renault,Logan,350000,2010,110000,القاهرة,مانيوال,فيراني,بنزين,2025-02-26
MG,6,900000,2021,123200,القاهرة,أتوماتيك,أبيض,بنزين,2025-02-26
Byd,F3,250000,2008,80000,عين شمس,مانيوال,احمر غامق,غاز الطبيعي,2025-02-26
Mitsubishi,Lancer Puma,615000,2014,220000,أسوان,أتوماتيك,أبيض,بنزين,2025-02-26
Kia,Carens,850000,2014,140000,مصر الجديدة,أتوماتيك,ذهبي,بنزين,2025-02-26
Peugeot,301,570000,2019,110000,الشروق,أتوماتيك,فيراني,بنزين,2025-02-26
Chery,Arrizo 5,470000,2020,129000,الإسكندرية,مانيوال,فضي,بنزين,2025-02-01
Hyundai,XD,450000,2003,195000,ميت غمر,أتوماتيك,أسود,بنزين,2025-02-26
Chevrolet,N-Series,855000,2015,80000,الجيزة,مانيوال,أبيض,ديزل,2025-02-26
Fiat,Punto,275000,2011,211000,مصر الجديدة,مانيوال,أزرق,بنزين,2025-02-26
Skoda,Octavia A7,880000,2016,214000,الشروق,أتوماتيك,بني,بنزين,2025-02-26
Hyundai,Accent RB,950000,2025,28000,العامرية,أتوماتيك,أسود,بنزين,2025-02-26
Fiat,Brava,165000,2001,195000,المرج,مانيوال,أبيض,بنزين,2025-02-26
Hyundai,Verna,320000,2013,250000,حدائق الاهرام,مانيوال,أبيض,بنزين,2025-02-26
Proton,Gen 2,400000,2008,340000,القليوبية,أتوماتيك,فضي,بنزين,2025-02-26
Byd,F3,530000,2024,38000,القاهرة,مانيوال,احمر,بنزين,2025-02-26
Volkswagen,Golf 6,725000,2011,190000,المنوفية,أتوماتيك,الأزرق الداكن,بنزين,2025-02-26
Kia,Rio,590000,2013,97000,قنا,أتوماتيك,برونزي,بنزين,2025-02-26
Kia,Picanto,390000,2010,129000,دمنهور,أتوماتيك,فضي,بنزين,2025-02-26
Skoda,Octavia A7,850000,2015,259000,الشرقية,أتوماتيك,موكا,بنزين,2025-02-26
Nissan,Sunny,490000,2018,180000,الجيزة,أتوماتيك,رمادي,غاز الطبيعي,2025-02-26
Brilliance,FRV Cross,550000,2015,70000,مدينة نصر,أتوماتيك,أبيض,بنزين,2025-02-26
Mitsubishi,Xpander,1090000,2022,120000,مصر الجديدة,أتوماتيك,أسود,بنزين,2025-02-22
Hyundai,Accent,235000,2005,248000,المهندسين,مانيوال,فيراني,بنزين,2025-02-26
Renault,Megane,900000,2022,99750,الإسكندرية,أتوماتيك,أبيض,بنزين,2025-02-26
Toyota,Corolla,780000,2015,141000,القاهرة,أتوماتيك,أسود,بنزين,2025-02-26
Lada,Granta,420000,2016,60000,مدينة نصر,مانيوال,فيراني,بنزين,2025-02-26
Daewoo,Lanos,255000,1999,400000,المعادى,مانيوال,أزرق,بنزين,2025-02-26
Skoda,Octavia A7,1350000,2020,60000,القاهرة,أتوماتيك,فضي,بنزين,2025-02-26
Chevrolet,Optra,580000,2019,180000,التجمع - القاهرة الجديدة,أتوماتيك,الأزرق الداكن,بنزين,2025-02-26
MG,6,825000,2020,90000,الهرم,أتوماتيك,أسود,بنزين,2025-02-26
Audi,Q3,2050000,2021,60000,مصر الجديدة,أتوماتيك,احمر,بنزين,2025-02-25
Geely,Cool Ray,975000,2022,70000,المهندسين,أتوماتيك,برتقالى,بنزين,2025-02-26
Kia,Carens,800000,2014,160000,القاهرة,أتوماتيك,موكا,بنزين,2025-02-26
Haval,Jolion,900000,2022,95000,الجيزة,أتوماتيك,أسود,بنزين,2025-02-26
Hyundai,Tucson,1380000,2017,109000,دمياط,أتوماتيك,احمر,بنزين,2025-02-25
Hyundai,Elantra,270000,1993,300000,القاهرة,مانيوال,سماوى,بنزين,2025-02-25
Volkswagen,Jetta,750000,2010,159000,الغردقة,أتوماتيك,فضي,بنزين,2025-02-25
Honda,City,410000,2008,189000,مصر الجديدة,مانيوال,أسود,بنزين,2025-02-25
Chery,Tiggo 8,1050000,2021,110000,الفيوم,أتوماتيك,احمر,بنزين,2025-02-25
Hyundai,Tucson Turbo,1980000,2024,2000,سوهاج,أتوماتيك,أسود,بنزين,2025-02-25
Renault,Duster,500000,2016,146000,الزقازيق,مانيوال,فضي,بنزين,2025-02-25
Nissan,Tiida,560000,2011,200084,المعادى,أتوماتيك,فضي,بنزين,2025-02-25
Seat,Ibiza,870000,2020,66000,حدائق الاهرام,أتوماتيك,برتقالى,بنزين,2025-02-25
Hyundai,Matrix,400000,2002,155000,المنصورة,أتوماتيك,ذهبي,بنزين,2025-02-25
Opel,Mokka,1150000,2023,50000,مدينة نصر,أتوماتيك,أزرق,بنزين,2025-02-25
Suzuki,Alto,380000,2020,49500,الشروق,مانيوال,احمر,بنزين,2025-02-24
Hyundai,Accent RB,780000,2024,60000,الإسكندرية,أتوماتيك,فضي,بنزين,2025-02-25
Hyundai,Verna,450000,2016,70000,الإسماعيلية,مانيوال,شمبان,بنزين,2025-02-25
Toyota,Yaris,580000,2014,124000,المهندسين,أتوماتيك,فضي,بنزين,2025-02-25
Renault,Fluence,650000,2016,198600,الهرم,أتوماتيك,فضي,بنزين,2025-02-25
Byd,F3,599000,2023,25000,الجيزة,أتوماتيك,احمر,بنزين,2025-02-14
BMW,325,200000,1988,400000,مدينة السادات,مانيوال,فيراني,بنزين,2025-02-25
Suzuki,Ciaz,750000,2021,105000,المعادى,أتوماتيك,احمر غامق,بنزين,2025-02-25
Kia,Cerato,510000,2011,280000,الشروق,أتوماتيك,رمادي,بنزين,2025-02-25
Kia,Spectra,250000,2000,280000,الإسكندرية,مانيوال,أسود,بنزين,2025-02-25
Skoda,Superb,1350000,2018,127000,المهندسين,أتوماتيك,أزرق,بنزين,2025-02-25
Toyota,Rush,1170000,2020,60000,مدينة نصر,أتوماتيك,فضي,بنزين,2025-02-25
Chevrolet,Optra,550000,2022,235000,الشروق,أتوماتيك,ذهبي,بنزين,2025-02-25
Renault,Logan,265000,2011,142000,الإسكندرية,مانيوال,احمر غامق,بنزين,2025-02-25
Kia,Cerato,650000,2010,102000,الفيوم,أتوماتيك,فضي,بنزين,2025-02-25
Mazda,Mazda 3,450000,2007,213000,سوهاج,أتوماتيك,فيراني,بنزين,2025-02-25
Suzuki,S Presso,430000,2021,90000,بني سويف,مانيوال,فيراني,بنزين,2025-02-25
Opel,Insignia,780000,2014,230000,الإسماعيلية,أتوماتيك,فضي,بنزين,2025-02-25
Toyota,Yaris,345000,2007,253000,المهندسين,مانيوال,احمر,بنزين,2025-02-25
Toyota,Corolla,520000,2004,250000,دمنهور,أتوماتيك,أبيض,بنزين,2025-02-25
Mitsubishi,Lancer Puma,380000,2009,370000,مدينة الشيخ زايد,أتوماتيك,فضي,بنزين,2025-02-25
Suzuki,Dzire,620000,2022,80000,القاهرة,أتوماتيك,الأزرق الداكن,بنزين,2025-02-25
Daewoo,Lanos 2,260000,2002,289000,القاهرة,مانيوال,أسود,بنزين,2025-02-25
Kia,Xceed,1170000,2022,85000,القاهرة,أتوماتيك,فيراني,بنزين,2025-02-25
Chevrolet,Captiva,1200000,2023,15000,مصر الجديدة,أتوماتيك,رمادي,بنزين,2025-02-25
Chevrolet,T-Series,650000,2014,185000,المحلة,مانيوال,احمر,ديزل,2025-02-25
Suzuki,Maruti,75000,1995,80000,ميت غمر,مانيوال,احمر,بنزين,2025-02-25
Geely,Emgrand 7,270000,2014,175000,قنا,مانيوال,أسود,بنزين,2025-02-25
Mercedes,CLA 200,2250000,2020,108000,التجمع - القاهرة الجديدة,أتوماتيك,رمادي,بنزين,2025-02-25
Renault,Megane,1100000,2023,16000,أبو قير,أتوماتيك,فضي,بنزين,2025-02-25
Skoda,Roomster,450000,2008,295000,القاهرة,أتوماتيك,احمر,بنزين,2025-02-25
Mercedes,C 180,2800000,2024,9000,مصر الجديدة,أتوماتيك,الأزرق الداكن,بنزين,2025-02-25
Toyota,Corolla,1375000,2023,22000,مصر الجديدة,أتوماتيك,فضي,بنزين,2025-02-25
Audi,A1,750000,2012,205000,التجمع - القاهرة الجديدة,أتوماتيك,احمر,بنزين,2025-02-25
Peugeot,405,140000,1994,100000,القاهرة,مانيوال,أبيض,بنزين,2025-02-25
Nissan,Qashqai,850000,2017,186000,التجمع - القاهرة الجديدة,أتوماتيك,أسود,بنزين,2025-02-25
Seat,Leon,2150000,2024,8000,الدقى,أتوماتيك,أسود,بنزين,2025-02-25
Speranza,A113,215000,2011,198000,شبرا,مانيوال,أزرق,بنزين,2025-02-25
Nissan,Sentra,665000,2017,105000,الدقى,أتوماتيك,فيراني,بنزين,2025-02-25
Kia,Picanto,395000,2006,115000,القاهرة,أتوماتيك,أخضر,بنزين,2025-02-25
Mercedes,200,390000,1990,35000,قنا,أتوماتيك,احمر,بنزين,2025-02-25
Brilliance,Galena,250000,2008,144000,شبين الكوم,أتوماتيك,احمر غامق,بنزين,2025-02-25
Toyota,Yaris,550000,2008,345000,الزقازيق,أتوماتيك,أسود,بنزين,2025-02-25
Mitsubishi,Lancer Puma,565000,2014,126000,المنصورة,أتوماتيك,فيراني,بنزين,2025-02-25
Daewoo,Nubira 1,200000,1998,245000,6 أكتوبر,مانيوال,أبيض,بنزين,2025-02-25
Mercedes,E 200,1050000,2003,250000,الزقازيق,أتوماتيك,أسود,بنزين,2025-02-25
Peugeot,3008,1450000,2019,93000,مدينة نصر,أتوماتيك,رمادي,بنزين,2025-02-25
Kia,Cerato Koup,660000,2011,120000,الهرم,أتوماتيك,احمر,بنزين,2025-02-25
Opel,Corsa,250000,2006,185000,التجمع - القاهرة الجديدة,مانيوال,فضي,بنزين,2025-02-25
Chevrolet,Lanos,350000,2014,182000,6 أكتوبر,أتوماتيك,سماوى,بنزين,2025-02-25
Seat,Ibiza,925000,2021,34000,مصر الجديدة,أتوماتيك,أزرق,بنزين,2025-02-25
Speranza,A113,220000,2010,145000,6 أكتوبر,مانيوال,برونزي,بنزين,2025-02-25
MG,5,675000,2021,160000,مدينة الشيخ زايد,أتوماتيك,أسود,بنزين,2025-02-25
Kia,Sportage,2250000,2023,32000,مصر الجديدة,أتوماتيك,أبيض,بنزين,2025-02-25
Chevrolet,Optra,495000,2021,82000,القاهرة,أتوماتيك,الأزرق الداكن,بنزين,2025-02-25
Mitsubishi,Lancer EX Shark,710000,2016,110000,القاهرة,أتوماتيك,فضي,بنزين,2025-02-25
Nissan,Sentra,800000,2021,87000,القاهرة,أتوماتيك,فضي,بنزين,2025-02-13
Ssang Yong,Tivoli XLV,1250000,2021,15000,الدقهلية,أتوماتيك,الأزرق الداكن,بنزين,2025-02-25
Byd,F3,380000,2015,240000,العاشر من رمضان,أتوماتيك,موكا,غاز الطبيعي,2025-02-25
Mercedes,C 180,690000,2002,320000,السويس,أتوماتيك,فضي,بنزين,2025-02-20
MG,HS,1235000,2021,70000,الدقهلية,أتوماتيك,أبيض,بنزين,2025-02-25
Chery,Tiggo 7,800000,2021,120000,الجيزة,أتوماتيك,أزرق,بنزين,2025-02-25
Ssang Yong,Tivoli XLV,1000000,2019,141000,التجمع - القاهرة الجديدة,أتوماتيك,احمر,بنزين,2025-02-25
Opel,Astra,720000,2017,170000,سوهاج,أتوماتيك,أبيض,بنزين,2025-02-25
Peugeot,3008,1500000,2021,145000,القاهرة,أتوماتيك,أبيض,بنزين,2025-02-25
Opel,Astra,710000,2020,159000,مدينة نصر,أتوماتيك,فضي,بنزين,2025-01-26
Renault,Logan,400000,2020,100000,طوخ,مانيوال,احمر,بنزين,2025-02-25
Toyota,Corolla,1050000,2019,105000,مدينة الشيخ زايد,أتوماتيك,احمر,بنزين,2025-02-25
Mercedes,E 250,2850000,2014,75000,6 أكتوبر,أتوماتيك,بترولي,بنزين,2025-02-25
Hyundai,Verna,400000,2018,102000,شبرا,مانيوال,أسود,بنزين,2025-02-25
Opel,Vectra,430000,2008,185000,مدينة نصر,أتوماتيك,رمادي,بنزين,2025-02-05
Hyundai,Elantra HD,850000,2022,30000,6 أكتوبر,أتوماتيك,أسود,بنزين,2025-02-25
Renault,Megane,780000,2021,177000,6 أكتوبر,أتوماتيك,فضي,بنزين,2025-02-25
Mitsubishi,Lancer EX Shark,700000,2016,113000,المنيا,أتوماتيك,فضي,بنزين,2025-02-17
Mitsubishi,Lancer Puma,435000,2007,218000,الإسكندرية,أتوماتيك,فيراني,غاز الطبيعي,2025-02-25
Fiat,Tipo,580000,2020,75000,الإسكندرية,مانيوال,فيراني,بنزين,2025-02-25
Mitsubishi,Eclipse Cross,1150000,2021,201000,العبور,أتوماتيك,أبيض,بنزين,2025-02-25
